OBJECTID,natcode,name,natLevName,countyId,countyCode,county,countyMn,regionId,regionCode,region,pop2015,Longitude,Latitude
1,153400,Năsturelu,Comuna,34,341,Teleorman,TR,3,831,Sud,"2,682",25.4639988,43.6653404
2,152314,Bujoru,Comuna,34,341,Teleorman,TR,3,831,Sud,"1,978",25.5705166,43.7268791
3,151978,Zimnicea,Oras,34,341,Teleorman,TR,3,831,Sud,"15,616",25.3719978,43.6907501
4,151709,Ciuperceni,Comuna,34,341,Teleorman,TR,3,831,Sud,"1,587",24.9537640,43.7497025
5,155118,Fântânele,Comuna,34,341,Teleorman,TR,3,831,Sud,"1,603",25.2986660,43.7243843
6,151736,Islaz,Comuna,34,341,Teleorman,TR,3,831,Sud,"5,345",24.7329063,43.7357674
7,125588,Gîrcov,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,399",24.6191044,43.7686462
8,152234,Bragadiru,Comuna,34,341,Teleorman,TR,3,831,Sud,"3,933",25.5894947,43.7748871
9,127938,Orlea,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,277",24.3685741,43.7556190
10,70879,Bechet,Oras,16,163,Dolj,DJ,4,840,Sud-Vest,"4,392",23.9534073,43.7718697
11,103194,Găujani,Comuna,52,528,Giurgiu,GR,3,831,Sud,"2,372",25.7059746,43.7491875
12,127251,Ianca,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"3,749",24.1828461,43.7529945
13,130339,Gura Padinii,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,738",24.3050728,43.7347488
14,153589,Pietroșani,Comuna,34,341,Teleorman,TR,3,831,Sud,"2,816",25.5627289,43.6751289
15,154460,Suhaia,Comuna,34,341,Teleorman,TR,3,831,Sud,"2,288",25.2487812,43.7391434
16,127224,Grojdibodu,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,855",24.2292137,43.7141953
17,105909,Vedea,Comuna,52,528,Giurgiu,GR,3,831,Sud,"2,769",25.7989712,43.7695236
18,129282,Ștefan cel Mare,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,803",24.2332611,43.8217735
19,127368,Izbiceni,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"4,693",24.6443977,43.8185577
20,125542,Corabia,Oras,28,289,Olt,OT,4,840,Sud-Vest,"18,536",24.4836559,43.7936325
21,71607,Călărași,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"5,976",24.0275497,43.7879601
22,152500,Cervenia,Comuna,34,341,Teleorman,TR,3,831,Sud,"2,983",25.5251293,43.8394585
23,179739,Malu,Comuna,52,528,Giurgiu,GR,3,831,Sud,"2,232",25.8158092,43.8269997
24,129745,Vădăstrița,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"3,306",24.3407421,43.8366089
25,129629,Urzica,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,222",24.2667866,43.8604317
26,129718,Vădastra,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,430",24.4089813,43.8323097
27,153561,Piatra,Comuna,34,341,Teleorman,TR,3,831,Sud,"3,181",25.2140503,43.8284721
28,100549,Slobozia,Comuna,52,528,Giurgiu,GR,3,831,Sud,"2,357",25.8860893,43.8553238
29,129460,Tia Mare,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"4,333",24.6208954,43.8569298
30,129898,Vișina,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,909",24.4689579,43.8611603
31,72007,Dăbuleni,Oras,16,163,Dolj,DJ,4,840,Sud-Vest,"12,317",24.1204224,43.8242073
32,130375,Vișina Nouă,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,770",24.3888950,43.8823433
33,152662,Crângu,Comuna,34,341,Teleorman,TR,3,831,Sud,"1,480",25.0823307,43.8488388
34,74867,Cârna,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,400",23.6115780,43.8495941
35,72463,Gighera,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,921",23.7825775,43.8373566
36,72980,Măceșu de Jos,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,294",23.6967411,43.8636780
37,72034,Desa,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"4,912",23.0202656,43.8472672
38,155109,Dracea,Comuna,34,341,Teleorman,TR,3,831,Sud,"1,622",25.0035839,43.8506966
39,126148,Cilieni,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"3,259",24.5927086,43.8969078
40,127750,Obîrșia,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,679",24.2935104,43.8995247
41,73996,Sadova,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"8,673",23.9597759,43.8800812
42,72579,Gîngiova,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,634",23.8615875,43.8901100
43,103309,Gogoșari,Comuna,52,528,Giurgiu,GR,3,831,Sud,"1,828",25.6676388,43.8800240
44,125962,Brastavățu,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"4,570",24.4170818,43.9141273
45,70897,Bistreț,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"4,346",23.5066090,43.8842583
46,73460,Negoi,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,393",23.3636436,43.9031181
47,128588,Rusănești,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"4,315",24.5607281,43.9322586
48,126077,Bucinișu,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,021",24.2763710,43.9393730
49,72640,Goicea,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,628",23.6049938,43.9302673
50,74842,Catane,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,949",23.4177513,43.9088364
51,153829,Putineiu,Comuna,34,341,Teleorman,TR,3,831,Sud,"2,149",24.9615040,43.8975143
52,154344,Slobozia Mândra,Comuna,34,341,Teleorman,TR,3,831,Sud,"1,726",24.6691513,43.9213982
53,104715,Putineiu,Comuna,52,528,Giurgiu,GR,3,831,Sud,"2,352",25.7590771,43.9118652
54,71858,Ciupercenii Noi,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"5,280",22.9403248,43.8860588
55,70637,Amărăștii de Jos,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"5,556",24.1989899,43.9321175
56,74108,Seaca de Cîmp,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,874",23.2167091,43.9416809
57,130320,Grădinile,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,466",24.3932285,43.9457359
58,129184,Studina,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,744",24.4408207,43.9643745
59,104519,Oinacu,Comuna,52,528,Giurgiu,GR,3,831,Sud,"3,348",26.0400925,43.9505653
60,71956,Daneți,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"5,981",24.0492001,43.9396973
61,74883,Dobrotești,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,671",24.1231537,43.9582329
62,128560,Rotunda,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,793",24.3048153,43.9781685
63,70940,Bîrca,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"4,092",23.6407814,43.9721222
64,73736,Poiana Mare,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"10,785",23.0899010,43.9098969
65,128613,Scărișoara,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"3,122",24.5470829,43.9753304
66,70673,Amărăștii de Sus,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,655",24.1963158,43.9865761
67,151816,Nanov,Comuna,34,341,Teleorman,TR,3,831,Sud,"3,600",25.2551136,43.9604721
68,153909,Răsmirești,Comuna,34,341,Teleorman,TR,3,831,Sud,844,25.5673141,43.9906731
69,72098,Dobrești,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,430",23.9411373,43.9752808
70,130026,Vlădila,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,077",24.3849754,44.0022125
71,152332,Buzescu,Comuna,34,341,Teleorman,TR,3,831,Sud,"4,453",25.2081261,43.9755363
72,74581,Valea Stanciului,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"5,509",23.8253365,43.9740906
73,129567,Traian,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"3,115",24.4565544,44.0070305
74,103354,Gostinu,Comuna,52,528,Giurgiu,GR,3,831,Sud,"1,951",26.1174812,43.9967880
75,151790,Alexandria,Municipiu resedinta de judet,34,341,Teleorman,TR,3,831,Sud,"52,507",25.3629398,43.9756355
76,125659,Băbiciu,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,096",24.5406151,44.0199203
77,153776,Vitănești,Comuna,34,341,Teleorman,TR,3,831,Sud,"2,830",25.4788189,44.0015907
78,70352,Calafat,"Municipiu, altul decat resedinta de judet",16,163,Dolj,DJ,4,840,Sud-Vest,"18,698",22.9701595,43.9815292
79,74554,Urzicuța,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"3,048",23.5361004,44.0050507
80,70520,Afumați,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,738",23.4449787,43.9958572
81,154996,Nenciulești,Comuna,34,341,Teleorman,TR,3,831,Sud,"2,388",25.1854343,44.0182457
82,102446,Daia,Comuna,52,528,Giurgiu,GR,3,831,Sud,"2,623",25.9759560,44.0273933
83,72533,Giurgița,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,967",23.6413155,44.0141907
84,74224,Siliștea Crucii,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,500",23.4804039,44.0508003
85,70316,Băilești,"Municipiu, altul decat resedinta de judet",16,163,Dolj,DJ,4,840,Sud-Vest,"20,104",23.3154640,44.0083885
86,126647,Deveselu,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"3,230",24.3987904,44.0561676
87,129040,Sprîncenata,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,537",24.6325722,44.0536385
88,153204,Mavrodin,Comuna,34,341,Teleorman,TR,3,831,Sud,"2,477",25.2629223,44.0454674
89,127144,Gostavățu,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,878",24.5147114,44.0612411
90,128524,Redea,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,861",24.2664146,44.0436554
91,73031,Maglavit,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"4,810",23.1193600,44.0352936
92,101001,Băneasa,Comuna,52,528,Giurgiu,GR,3,831,Sud,"5,048",26.0761528,44.0544930
93,71698,Cerăt,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"4,197",23.6659679,44.0654030
94,71634,Celaru,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"4,492",24.1261024,44.0467987
95,71812,Cioroiași,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,548",23.4629040,44.0853386
96,103899,Izvoarele,Comuna,52,528,Giurgiu,GR,3,831,Sud,"3,515",25.7995777,44.0314827
97,74891,Galiciuica,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,384",23.4038277,44.0940056
98,72221,Drănic,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,495",23.8395424,44.0590286
99,129095,Stoenești,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,324",24.4778690,44.1003304
100,70726,Apele Vii,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,118",24.0612049,44.0811195
101,72383,Galicea Mare,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"4,164",23.3252697,44.0943069
102,73335,Moțăței,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"7,225",23.2019787,44.0741386
103,127536,Mihăești,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,552",24.7999649,44.1139870
104,103470,Greaca,Comuna,52,528,Giurgiu,GR,3,831,Sud,"2,345",26.3214188,44.1195259
105,125472,Caracal,"Municipiu, altul decat resedinta de judet",28,289,Olt,OT,4,840,Sud-Vest,"35,638",24.3471985,44.1097832
106,70502,Segarcea,Oras,16,163,Dolj,DJ,4,840,Sud-Vest,"8,046",23.7415905,44.0949516
107,126585,Dăneasa,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"3,694",24.5803204,44.1207542
108,101724,Căscioarele,Comuna,51,519,Călărași,CL,3,831,Sud,"1,848",26.4631596,44.1342773
109,125490,Drăghiceni,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,804",24.2554817,44.1330032
110,128472,Radomirești,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"3,324",24.6885433,44.1121979
111,104118,Mihai Bravu,Comuna,52,528,Giurgiu,GR,3,831,Sud,"2,467",26.0548534,44.1277657
112,152038,Băbăița,Comuna,34,341,Teleorman,TR,3,831,Sud,"2,993",25.4188652,44.1282005
113,101804,Chirnogi,Comuna,51,519,Călărași,CL,3,831,Sud,"7,443",26.4982491,44.0795898
114,71787,Cetate,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"5,473",23.0564270,44.1160202
115,72052,Dioști,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"3,017",24.1883354,44.1251602
116,153865,Rădoiești,Comuna,34,341,Teleorman,TR,3,831,Sud,"2,078",25.1528206,44.1456566
117,100610,Oltenița,"Municipiu, altul decat resedinta de judet",51,519,Călărași,CL,3,831,Sud,"28,542",26.6962585,44.1025963
118,153507,Orbeasca,Comuna,34,341,Teleorman,TR,3,831,Sud,"7,577",25.3317661,44.1132927
119,105348,Stoenești,Comuna,52,528,Giurgiu,GR,3,831,Sud,"2,022",25.8978844,44.1300316
120,128864,Seaca,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,921",24.7506161,44.1552925
121,113493,Salcia,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"2,875",22.9294910,44.1387520
122,179766,Isvoarele,Comuna,52,528,Giurgiu,GR,3,831,Sud,"1,544",26.2964325,44.1547470
123,103639,Hotarele,Comuna,52,528,Giurgiu,GR,3,831,Sud,"3,585",26.3809967,44.1572533
124,152172,Botoroaga,Comuna,34,341,Teleorman,TR,3,831,Sud,"5,223",25.5461540,44.1516075
125,72882,Izvoare,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,613",23.3169003,44.1559639
126,126718,Dobrosloveni,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"3,782",24.3614044,44.1698341
127,104975,Schitu,Comuna,52,528,Giurgiu,GR,3,831,Sud,"1,742",25.8362331,44.1513138
128,154415,Stejaru,Comuna,34,341,Teleorman,TR,3,831,Sud,"1,826",24.8581715,44.1807022
129,72506,Giubega,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,067",23.4075718,44.1559105
130,103372,Gostinari,Comuna,52,528,Giurgiu,GR,3,831,Sud,"2,347",26.2322025,44.1774750
131,73594,Perișor,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,711",23.5014534,44.1531906
132,71457,Calopăr,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"3,890",23.7448425,44.1646919
133,154166,Sfințești,Comuna,34,341,Teleorman,TR,3,831,Sud,"1,176",25.1036510,44.1815414
134,74322,Teasc,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"3,049",23.8744621,44.1735649
135,126102,Cezieni,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,691",24.2674675,44.1835594
136,112744,Obîrșia de Cîmp,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"1,815",22.9877911,44.1746330
137,71518,Caraula,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,528",23.2657070,44.1861954
138,125622,Drăgănești-Olt,Oras,28,289,Olt,OT,4,840,Sud-Vest,"12,144",24.5365696,44.1784401
139,153473,Olteni,Comuna,34,341,Teleorman,TR,3,831,Sud,"3,206",25.2938175,44.1973991
140,101662,Călugăreni,Comuna,52,528,Giurgiu,GR,3,831,Sud,"5,596",26.0399380,44.1849213
141,105259,Spanțov,Comuna,51,519,Călărași,CL,3,831,Sud,"4,777",26.7923336,44.1484413
142,74915,Ghindeni,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,788",23.9058056,44.2150459
143,180055,Crivăț,Comuna,51,519,Călărași,CL,3,831,Sud,"2,090",26.4394646,44.1873856
144,62486,Oltina,Comuna,13,136,Constanța,CT,2,822,Sud-Est,"2,737",27.6585293,44.1560555
145,104751,Radovanu,Comuna,51,519,Călărași,CL,3,831,Sud,"4,163",26.5185909,44.1749573
146,154932,Vîrtoape,Comuna,34,341,Teleorman,TR,3,831,Sud,"2,792",25.2040367,44.1952209
147,74509,Țuglui,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,923",23.8191071,44.1988068
148,152724,Didești,Comuna,34,341,Teleorman,TR,3,831,Sud,"1,229",24.8981113,44.2254372
149,105605,Ulmeni,Comuna,51,519,Călărași,CL,3,831,Sud,"5,122",26.7170506,44.1809425
150,111444,Cujmir,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"3,400",22.9252644,44.2060852
151,74411,Teslui,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,361",24.1611938,44.2018204
152,102419,Curcani,Comuna,51,519,Călărași,CL,3,831,Sud,"5,464",26.6118965,44.2144241
153,74732,Vîrtop,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,708",23.3572407,44.2084846
154,100638,Mitreni,Comuna,51,519,Călărași,CL,3,831,Sud,"4,261",26.6422653,44.1907845
155,130357,Osica de Jos,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,572",24.2753925,44.2290268
156,126978,Fălcoiu,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"3,851",24.3833275,44.2231674
157,105776,Valea Dragului,Comuna,52,528,Giurgiu,GR,3,831,Sud,"2,864",26.2972698,44.2070313
158,114079,Vrata,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"1,924",22.8426189,44.1878777
159,72926,Leu,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"4,722",24.0399952,44.1927147
160,111550,Dîrvari,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"2,637",23.0673714,44.1995239
161,129763,Văleni,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,762",24.7676735,44.2157364
162,127386,Izvoarele,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"3,605",24.5502872,44.2450714
163,105106,Singureni,Comuna,52,528,Giurgiu,GR,3,831,Sud,"3,066",25.9478664,44.2259178
164,105384,Șoldanu,Comuna,51,519,Călărași,CL,3,831,Sud,"3,461",26.5311470,44.2342873
165,155092,Beuca,Comuna,34,341,Teleorman,TR,3,831,Sud,"1,357",24.9780922,44.2634125
166,114060,Braniștea,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"1,874",23.0003738,44.2437363
167,127493,Mărunței,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"4,078",24.4512615,44.2318344
168,129111,Stoicănești,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,748",24.6507797,44.2204857
169,127714,Nicolae Titulescu,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,274",24.7401428,44.2618141
170,74750,Vîrvoru de Jos,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,541",23.5965214,44.2377701
171,71885,Coșoveni,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"3,280",23.9500618,44.2529984
172,179588,Copăceni,Comuna,23,234,Ilfov,IF,8,886,București-Ilfov,"2,638",26.0956249,44.2703857
173,111783,Gârla Mare,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"3,578",22.7804775,44.2255363
174,153437,Necșești,Comuna,34,341,Teleorman,TR,3,831,Sud,"1,127",25.1398945,44.2596359
175,73068,Malu Mare,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"4,183",23.8552780,44.2563210
176,74028,Sălcuța,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,186",23.4584999,44.2301178
177,127983,Osica de Sus,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"4,864",24.3403072,44.2642555
178,100781,Adunații-Copăceni,Comuna,52,528,Giurgiu,GR,3,831,Sud,"6,119",26.0490665,44.2455139
179,113849,Vânători,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"1,933",22.8996677,44.2538605
180,104083,Luica,Comuna,51,519,Călărași,CL,3,831,Sud,"2,148",26.6370544,44.2573128
181,72150,Drăgotești,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,145",24.0888920,44.2603264
182,74859,Cârcea,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,202",23.8959675,44.2848053
183,151905,Videle,Oras,34,341,Teleorman,TR,3,831,Sud,"11,865",25.5531387,44.2763901
184,130311,Ghimpețeni,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,501",24.8014336,44.2937012
185,154754,Trivalea-Moșteni,Comuna,34,341,Teleorman,TR,3,831,Sud,"2,709",25.2318230,44.2693939
186,130384,Șopârlița,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,252",24.2754593,44.2783432
187,105829,Vasilați,Comuna,51,519,Călărași,CL,3,831,Sud,"4,410",26.4466934,44.2914276
188,126406,Crîmpoia,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"3,625",24.7209511,44.2953300
189,126380,Coteana,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,269",24.4550591,44.3008270
190,73503,Orodel,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,694",23.2756710,44.2559013
191,154978,Zîmbreasca,Comuna,34,341,Teleorman,TR,3,831,Sud,"1,440",25.0147667,44.3058090
192,74359,Terpezița,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,590",23.5032196,44.2991943
193,105936,Vidra,Comuna,23,234,Ilfov,IF,8,886,București-Ilfov,"8,315",26.1511459,44.2842674
194,74705,Verbița,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,294",23.1780682,44.2884140
195,129987,Vîlcele,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,402",24.5777550,44.2991943
196,92569,Călărași,Municipiu resedinta de judet,51,519,Călărași,CL,3,831,Sud,"77,997",27.3328705,44.2036057
197,74616,Vela,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,898",23.3767605,44.2821198
198,93325,Dichiseni,Comuna,51,519,Călărași,CL,3,831,Sud,"1,785",27.5209846,44.2309456
199,93441,Dorobanțu,Comuna,51,519,Călărași,CL,3,831,Sud,"2,855",26.9814568,44.2268257
200,128178,Pârșcoveni,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"3,057",24.2205906,44.3070526
201,94312,Roseți,Comuna,51,519,Călărași,CL,3,831,Sud,"6,496",27.4616318,44.2216454
202,73923,Robănești,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,315",24.0192032,44.3055534
203,126022,Brîncoveni,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,676",24.3203621,44.3076286
204,101984,Clejani,Comuna,52,528,Giurgiu,GR,3,831,Sud,"3,568",25.7182713,44.3134804
205,112771,Oprișor,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"2,290",23.0670681,44.2949448
206,130348,Ipotesti,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,570",24.3992500,44.3200722
207,93085,Ciocănești,Comuna,51,519,Călărași,CL,3,831,Sud,"4,179",27.0607376,44.2117844
208,92587,Modelu,Comuna,51,519,Călărași,CL,3,831,Sud,"10,600",27.3965397,44.2635269
209,125846,Bîrza,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,641",24.1993599,44.3382149
210,104323,Nana,Comuna,51,519,Călărași,CL,3,831,Sud,"2,433",26.6246052,44.3089104
211,179962,Gălbinași,Comuna,51,519,Călărași,CL,3,831,Sud,"3,645",26.4542351,44.3224297
212,112030,Gruia,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"3,063",22.6793556,44.2996140
213,113395,Punghina,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"3,230",22.9422569,44.3061447
214,129246,Șerbănești,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,889",24.6810532,44.3281860
215,94606,Ulmu,Comuna,51,519,Călărași,CL,3,831,Sud,"1,410",26.9355316,44.3016930
216,151996,Balaci,Comuna,34,341,Teleorman,TR,3,831,Sud,"1,739",24.8954639,44.3493423
217,74931,Pleșoi,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,373",23.5315075,44.3458252
218,69900,Craiova,Municipiu resedinta de judet,16,163,Dolj,DJ,4,840,Sud-Vest,"307,022",23.7895412,44.3251228
219,71260,Breasta,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"4,187",23.6663475,44.3443375
220,71536,Carpen,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"2,351",23.2483177,44.3332253
221,73629,Pielești,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"3,591",23.9670048,44.3452911
222,93664,Grădiștea,Comuna,51,519,Călărași,CL,3,831,Sud,"4,784",27.1854115,44.2187691
223,94125,Alexandru Odobescu,Comuna,51,519,Călărași,CL,3,831,Sud,"2,749",27.1001740,44.2939606
224,94651,Unirea,Comuna,51,519,Călărași,CL,3,831,Sud,"2,784",27.5899696,44.2416878
225,102838,Frăsinet,Comuna,51,519,Călărași,CL,3,831,Sud,"1,753",26.8294601,44.3161507
226,129585,Tufeni,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"2,855",24.7959614,44.3592720
227,112879,Pătulele,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"3,719",22.8057690,44.3253517
228,94580,Ștefan Vodă,Comuna,51,519,Călărași,CL,3,831,Sud,"2,378",27.3289852,44.3484383
229,127563,Milcov,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,486",24.3868809,44.3724403
230,154228,Siliștea,Comuna,34,341,Teleorman,TR,3,831,Sud,"2,393",25.3612690,44.3751640
231,154282,Siliștea-Gumești,Comuna,34,341,Teleorman,TR,3,831,Sud,"2,546",25.0152721,44.3735847
232,74135,Seaca de Pădure,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,011",23.3074036,44.3706856
233,70986,Brabova,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,355",23.4313984,44.3599167
234,101378,Bucșani,Comuna,52,528,Giurgiu,GR,3,831,Sud,"3,609",25.6537895,44.3586655
235,154068,Scurtu Mare,Comuna,34,341,Teleorman,TR,3,831,Sud,"1,700",25.2749443,44.3690109
236,128105,Piatra-Olt,Oras,28,289,Olt,OT,4,840,Sud-Vest,"6,606",24.2740593,44.3648758
237,104225,Mîrșa,Comuna,52,528,Giurgiu,GR,3,831,Sud,"2,761",25.5485744,44.3597641
238,93771,Independența,Comuna,51,519,Călărași,CL,3,831,Sud,"3,545",27.1834736,44.3203392
239,93815,Jegălia,Comuna,51,519,Călărași,CL,3,831,Sud,"4,336",27.6407967,44.2966232
240,105222,Sohatu,Comuna,51,519,Călărași,CL,3,831,Sud,"2,746",26.5304947,44.3560600
241,125677,Baldovinești,Comuna,28,289,Olt,OT,4,840,Sud-Vest,"1,076",24.0465775,44.3909378
242,113929,Vlădaia,Comuna,25,252,Mehedinți,MH,4,840,Sud-Vest,"1,658",23.0197735,44.3643417
243,72409,Ghercești,Comuna,16,163,Dolj,DJ,4,840,Sud-Vest,"1,633",23.9056587,44.3563614
244,105712,Valea Argovei,Comuna,51,519,Călărași,CL,3,831,Sud,"2,502",26.7797012,44.3637466
245,104635,Plătărești,Comuna,51,519,Călărași,CL,3,831,Sud,"3,543",26.4162502,44.3605766
